gene,log2FC,pvalue,padj,significant
ENSG00000220392,-0.055495112591703574,0.8205958397687718,0.9492527585004403,0
ENSG00000220563,-0.23322869314228376,0.49629170226364927,0.871227404338742,0
ENSG00000220575,-0.5245159760773368,0.3447042220434273,0.8250815138311735,0
ENSG00000220600,0.107528464304445,0.49629170226364927,0.871227404338742,0
ENSG00000220666,0.6329425296229777,0.11241058468252252,0.687100084085839,0
ENSG00000220685,-0.2882449686310735,0.3643461266698109,0.8250815138311735,0
ENSG00000220694,0.2741749634389944,0.7623688184872623,0.9380808229450193,0
ENSG00000220739,0.35416176183798115,0.25683925799381546,0.7874556902355127,0
ENSG00000220744,-0.1022680513390498,0.8798291600208448,0.9618973227747779,0
ENSG00000220749,0.38856528791765277,0.3643461266698109,0.8250815138311735,0
ENSG00000220785,0.3404169371461577,0.0820987086774072,0.6479813510379644,0
ENSG00000220804,0.006814821556311227,0.9397429895816196,0.9726011360704875,0
ENSG00000220848,0.2313255461064558,0.06964240481943329,0.6268067036141293,0
ENSG00000220867,-0.42600861709984705,0.06402210130312946,0.6268067036141293,0
ENSG00000220868,0.01227832977843701,0.8798291600208448,0.9618973227747779,0
ENSG00000221025,-0.02696704760026932,0.7623688184872623,0.9380808229450193,0
ENSG00000221036,-0.057715497856287164,0.8798291600208448,0.9618973227747779,0
ENSG00000221042,-0.2081081953302004,0.18587673239913682,0.7593554812060997,0
ENSG00000221044,0.03668066332646812,0.5205228833072988,0.8838389099367634,0
ENSG00000221055,-0.13385574673479042,0.2730363397874447,0.8030388007667232,0
ENSG00000221063,0.5162497506371421,0.005795358548033702,0.40962362684315795,0
ENSG00000221066,-0.34513548604868755,0.22647606607859094,0.7737494010050152,0
ENSG00000221083,-0.27563444261342734,0.3643461266698109,0.8250815138311735,0
ENSG00000221164,-0.08109842529423833,0.6775849579754756,0.9252695404900921,0
ENSG00000221184,-0.029611656110538873,0.9698499769954336,0.9885442611601852,0
ENSG00000221203,-0.23515537325835728,0.42735531393274506,0.8513238912848072,0
ENSG00000221230,-0.27651763519741585,0.19876460640717797,0.7593554812060997,0
ENSG00000221240,0.05514155419246085,0.3846730627714421,0.837405342061362,0
